"x";"predicted";"std.error";"conf.low";"conf.high";"group";"shade_treelevel";"response"
0,4;3,62028226373725;0,281360891334033;2,08567966913922;6,28401564394579;"Control";67,0106420444518;"Large pods *"
0,4;2,45050433806519;0,312401670974125;1,32843005047959;4,52035205670665;"Exclosure";67,0106420444518;"Large pods *"
0,6;3,80123602122963;0,293177560683097;2,1397924162456;6,75270889801826;"Control";71,2765725767642;"Large pods *"
0,6;2,2584233444211;0,333248072779154;1,17528740072274;4,33976914879687;"Exclosure";71,2765725767642;"Large pods *"
0,8;3,99123444981812;0,311343957141645;2,16815727804393;7,34723103103783;"Control";75,5425031090766;"Large pods *"
0,8;2,08139847924257;0,358496164997207;1,0308672534345;4,20249999692954;"Exclosure";75,5425031090766;"Large pods *"
1;4,1907296322689;0,334828140773535;2,17411950747343;8,07785165001616;"Control";79,808433641389;"Large pods *"
1;1,91824957889095;0,387286032471454;0,897938603924711;4,09792098349725;"Exclosure";79,808433641389;"Large pods *"
1,2;4,40019624794954;0,362598337977194;2,16186107267888;8,9560459111635;"Control";84,0743641737014;"Large pods *"
1,2;1,7678889859929;0,418888039815348;0,777851769900416;4,01802963975401;"Exclosure";84,0743641737014;"Large pods *"
1,4;4,62013270228234;0,39374874247228;2,13547707043932;9,99571781040356;"Control";88,3402947060137;"Large pods *"
1,4;1,62931429840427;0,452713659144828;0,670894611127595;3,95690327356008;"Exclosure";88,3402947060137;"Large pods *"
1,6;4,85106231265154;0,427541151630926;2,09852025398989;11,2139997298027;"Control";92,6062252383261;"Large pods *"
1,6;1,50160168654123;0,488301006322274;0,576649841857322;3,91018510949555;"Exclosure";92,6062252383261;"Large pods *"
